id,original_sentence,aspect,label_id,label
1668,요리에 감명을 받았다면 반드시 시도하십시오.,분위기,4,없음
1669,관광객이나 베이 릿지에서 식사를 한 번도 해본 적이 없는 사람을 위한 곳이 아닙니다.,분위기,4,없음
167,그냥 들르려면 재빨리 몸을 풀고 밖으로 나가야 합니다.,분위기,4,없음
1670,"네, 예약이 없으면 대기가 있을 수 있습니다.",분위기,4,없음
1671,예약이 있는 경우 최대 5분을 기다려야 하므로 바에서 음료를 즐겨보세요.,분위기,4,없음
1672,음식은 훌륭합니다. 줄무늬 베이스를 꼭 드셔보세요.,분위기,4,없음
1673,괜찮은 와인 선택도.,분위기,4,없음
1674,어젯밤에 2 주년을 위해 거기에 갔고 그다지 인상적이지 않았습니다.,분위기,4,없음
1675,"음식의 질을 위해, 조금 너무 비쌉니다.",분위기,4,없음
1676,분위기는 좋지만 Bay Ridge의 여러 곳에서 즐길 수 있습니다.,분위기,3,대립
1677,유일한 긍정적 인 점은 신속하고 지식이 풍부하며 호감이 가는 대기 직원이었습니다.,분위기,4,없음
1678,돈을 조금이라도 절약하고 싶다면 여기 가지 마세요.,분위기,4,없음
1679,일요일 오후에 여자친구 4명과 함께 아레오에 가서 3시간 동안 즐거운 시간을 보냈습니다.,분위기,4,없음
168,아마도.,분위기,4,없음
1680,식당은 처음에는 만석이었기 때문에 우리는 바에서 약 20분 정도 기다렸다가 자리에 앉았다.,분위기,4,없음
1681,대부분의 서버는 매우 세심하고 친절하며 매우 매력적입니다.,분위기,4,없음
1683,분위기는 매우 편안하고 아늑하며 서비스는 훌륭했고 음식은 훌륭했습니다!,분위기,0,긍정
1684,나와 내 여자들은 확실히 돌아갈 것입니다.,분위기,4,없음
1686,런치 스페셜 가격이 6.25달러라는 점을 고려하면 접시는 터무니없이 작았습니다.,분위기,4,없음
1687,접시에는 6 조각의 쇠고기가 들어있었습니다.,분위기,4,없음
1688,제 동료들은 모두 접시가 얼마나 작은지 놀랐습니다.,분위기,4,없음
1689,나는 음식이 적어도 맛은 좋았지만 음식의 질도 형편없었다면 전혀 불평하지 않았을 것입니다.,분위기,4,없음
169,나는 Cafe Spice에 아마 5-8 번 갔을 것입니다. 아마도 여전히 Union Square 주변의 최고의 인도 레스토랑 일 것입니다.,분위기,4,없음
1690,나는 개미가 모든 사람들에게 거기에서 음식을 먹거나 음식을 가져 가지 말라고 말하고 싶어하는 것에 정말 실망했습니다.,분위기,4,없음
1691,좋은 음식.,분위기,4,없음
1692,이 장소에 대해 특별한 것은 없습니다.,분위기,4,없음
1693,소유자는 자신에게 신용을 제공하기 위해 이 웹사이트를 방문해야 합니다.,분위기,4,없음
1698,Ginger House에서 여러 번 먹었고 항상 좋습니다.,분위기,4,없음
1699,튀긴 만두는 훌륭합니다!,분위기,4,없음
1700,드디어 믿을 수 있는 중국집!,분위기,4,없음
1701,Winnie와 그녀의 직원은 당신을 위해 찾을 수 있는 최고의 승무원입니다.,분위기,4,없음
1702,음식은 신뢰할 수 있고 가격은 적당합니다.,분위기,4,없음
1703,무엇을 더 요청할 수 있습니까?,분위기,4,없음
1704,음식을 위해 Lucky Strike에 가면 안됩니다.,분위기,4,없음
1705,"특정 스테이플은 훌륭하지만(버거, 일부 파스타) 음식은 실제로 요점이 아닙니다.",분위기,4,없음
1706,친구 그룹과 함께 가면 즐거운 시간을 보낼 수 있습니다.,분위기,4,없음
1707,오랜 친구를 만나 늦게 소란스러운 저녁 식사를 하는 곳입니다.,분위기,4,없음
1708,나는 Lucky Stike에서 늦은 저녁을 먹었습니다. 조인트를 본다면 훌륭한 이름입니다.,분위기,4,없음
1709,불행히도 음식은 해결해야 할 문제가 아니었습니다.,분위기,4,없음
1710,우리 웨이터는 괜찮 았고 장소는 그렇게 어렵지 않은 방식으로 멋지게 보이지만 그 가격에서 음식에 대해 조금 더 기대해야합니다.,분위기,0,긍정
1711,비스트로 가격의 식당 음식은 엉망입니다....,분위기,4,없음
1712,우리는 순전히 우연히 이 장소를 방문했고 결과에 만족했습니다.,분위기,4,없음
1713,약간 붐비고 약간 비싸다는 점 외에는 분위기가 에너지로 가득 차고 (물론 아름다운 사람들도 포함됩니다) 음식은 놀랍도록 좋았습니다!,분위기,3,대립
1714,나는 가벼운 기름과 마늘 소스에 시금치 라비올리의 간단한 요리를 시도했지만 실제로 내가 비슷한 요리를 시도한 대부분의 NYC 이탈리아 관절보다 더 잘 어울립니다.,분위기,4,없음
1715,칠판에 있는 이국적인 마티니를 위해서라면 저는 확실히 돌아갈 것입니다.,분위기,4,없음
1716,Lucky Strike는 간단히 먹을 수 있는 훌륭한 캐주얼 장소입니다.,분위기,4,없음
1717,"예, 군중은 그것을 조금 심각하게 받아들일 수 있지만, 그렇게 해서는 안됩니다.",분위기,4,없음
1718,"훌륭한 음식, 훌륭한 장식, 훌륭한 서비스.",분위기,0,긍정
1719,추천합니다!,분위기,4,없음
1720,트렌디한 지망생은 무시하세요.,분위기,4,없음
1721,은퇴한 힙스터로서 나는 작년에 Lucky Strike가 이 도시에서 가장 여유로운 심야였다고 어느 정도 확신할 수 있습니다.,분위기,4,없음
1722,대기 직원은 유쾌하고 재미있으며 대부분 화려합니다(그녀가 나보다 훨씬 더 귀엽다는 점에서가 아니라 멋진 미적 아름다움 방식으로).,분위기,4,없음
1723,음식은 맛있습니다. 특히 매운 토마토 소스로 완벽하게 조리된 홍합과 바삭바삭한 튀김입니다.,분위기,4,없음
1724,하지만 LS의 가장 좋은 점은 BT가 없는 늦은 밤의 분위기입니다.,분위기,0,긍정
1727,토요일 밤의 사내 레이디 디제이는 의외로 음악에 소질이 있고 요청도 잘 들어준다.,분위기,0,긍정
1728,이 곳에서 잘못 갈 수는 없습니다.,분위기,4,없음
1729,여기 피자는 일관되게 좋습니다.,분위기,4,없음
173,음식은 일반적으로 매우 좋지만 가끔 사이드 주문에서 생 야채의 신선도가 궁금합니다.,분위기,4,없음
1730,샐러드는 식사를 시작하는 맛있는 방법입니다.,분위기,4,없음
1731,당신은 오징어를 전달해야합니다.,분위기,4,없음
1732,두껍고 약간 눅눅합니다.,분위기,4,없음
1733,장식이 매력적입니다.,분위기,0,긍정
1734,서비스는 평균입니다.,분위기,4,없음
1735,나는 사람들이 치즈 스틱이 없다고 불평한다는 것을 믿을 수 없습니까?,분위기,4,없음
1738,훌륭한 직원.,분위기,4,없음
1739,항상 훌륭한 서비스!,분위기,4,없음
174,다른 많은 리뷰어들이 알아차렸듯이 주문한 상품이 늦게 도착하는 경우가 많습니다. 특히 저녁 시간에 그러하지만 점심 시간에는 문제가 되지 않습니다.,분위기,4,없음
1740,나는 한 달에 두 번 간다!,분위기,4,없음
1741,환상적이야!,분위기,4,없음
1742,나는 한 블록 떨어져 살고 Patsy's에 자주 갑니다.,분위기,4,없음
1743,피자는 맛있습니다. 대부분의 피자 가게에서 흔히 볼 수 있는 싸고 잘게 썬 치즈 대신 신선한 모짜렐라 치즈를 사용합니다.,분위기,4,없음
1745,그리고 너무 얇아서 금방 식어서 속이 꽉차지 않습니다.,분위기,4,없음
1746,그러니 빨리 먹고 많이 주문하세요.,분위기,4,없음
1747,Wait 직원은 귀하의 비즈니스에 대해 노골적으로 감사하지 않지만 UWS에서 최고의 파이입니다!,분위기,4,없음
1748,훌륭한 피자와 환상적인 서비스.,분위기,4,없음
1749,약간의 기다림이 있었지만 생각보다 짧았습니다.,분위기,4,없음
175,"장식은 활기차고 눈을 즐겁게 하며, 식당 오른쪽에 여러 개의 반개인 공간이 있어 데이트 장소로 좋습니다.",분위기,0,긍정
1750,웅장한 블록 끝에 위치.,분위기,0,긍정
1755,피자는 꽤 좋았고 거대했습니다.,분위기,4,없음
1756,가격은 매우 합리적입니다.,분위기,4,없음
1759,우리는 그것의 대부분을 우리와 함께 집으로 되돌려 받았습니다.,분위기,4,없음
176,이 곳은 훌륭합니다.,분위기,4,없음
1760,나는 모든 것이 훌륭하고 맛있었지만 언급하거나 약화시킬 수없는 내 위장의 무거움을 말할 것입니다.,분위기,4,없음
1765,LLOOVVE 이 장소.,분위기,4,없음
1766,음식은 훌륭합니다.,분위기,4,없음
1767,생선이 너무 신선합니다.,분위기,4,없음
1768,웨이터는 매우 친절합니다.,분위기,4,없음
1769,사랑 유카.,분위기,4,없음
177,나는 내 생일에 거대한 그룹을 가지고 있었고 우리는 잘 보살핌을 받았습니다.,분위기,4,없음
1770,솔직히 남편과 내가 평생 동안 가진 최악의 스시.,분위기,4,없음
1771,우리를 믿으세요. 우리는 15년 넘게 스시를 먹어왔습니다.,분위기,4,없음
1777,확실히 다시 돌아 오지 않을 것입니다!,분위기,4,없음
1778,분위기는 특별하지 않지만 도쿄의 스시 가게와 같은 느낌입니다.,분위기,1,중립
1779,소유자와 직원도 모두 일본인이며 전체 분위기를 추가합니다.,분위기,0,긍정
178,웨이트리스는 우리에게 매우 참을성이 있었고 음식은 훌륭했습니다!,분위기,4,없음
1780,약간 제한된 메뉴에도 불구하고 준비된 모든 것은 완벽하고 매우 신선하며 음식 예술 작품입니다.,분위기,4,없음
1781,욘 별 중 욘을 주어야 합니다!,분위기,4,없음
1782,탁산 맛있다!,분위기,4,없음
1783,Arigato Gozimas Yuka!,분위기,4,없음
1784,"이것은 정말 좋은, 저렴한 초밥입니다.",분위기,4,없음
1785,일반 롤을 인사이드 아웃 롤로 바꾸려면 2달러의 추가 비용이 들지만 롤 크기가 3배 이상 크며 이는 쌀에서만 나오는 것이 아닙니다.,분위기,4,없음
1786,매운 참치 롤은 거대하고 아마도 이 가격대에서 먹어본 것 중 최고일 것입니다.,분위기,4,없음
1787,특히 옐로 테일도 좋았습니다.,분위기,4,없음
1788,나는 당신이 먹을 수 있는 모든 것에 대해 예약을 했습니다. 그러나 -- 선택은 상당히 제한되어 있고 아마도 메뉴에서 나가서 $18 미만으로 먹을 수 있는 것보다 더 많은 음식을 주문할 수 있을 것입니다.,분위기,4,없음
1789,"어쨌든, 이것은 내가 도시의이 지역에있을 때 다시 들러야 할 곳입니다.",분위기,4,없음
179,서비스는 신속하고 친절하며 훌륭했습니다.,분위기,4,없음
1790,나는 내가 정말로 원하지 않고 무시당할 수 있는 뉴욕의 레스토랑을 정말로 열심히 찾고 있었고 마침내 그것을 찾았습니다!,분위기,4,없음
1791,다른 모든 리뷰를 읽고 확인합니다.,분위기,4,없음
1792,직원들은 우리가 거기에 있는 내내 내 친구와 나를 무시했습니다.,분위기,4,없음
1793,수표를 받는 데 30분이 걸렸습니다. 우리가 앉아서 술을 마시고 이야기할 수 있었기 때문에 완벽했습니다!,분위기,4,없음
1794,"아, 하지만 잠깐만요, 우리는 음료수가 떨어졌습니다(그것도 매우 비싸게 책정되었습니다).",분위기,4,없음
1795,서버가 실제로 그곳에서 일하고 있다는 사실을 잊고 어울리고 시원하고 싶어하는 것과 같았습니다.,분위기,4,없음
1796,당신들은 멋진데!,분위기,4,없음
1797,Pink Pony와 같은 훌륭하고 편리한 장소가 형편없는 서비스로 인해 망칠 수 있다는 것은 유감입니다.,분위기,0,긍정
1798,지난번에 갔을 때 우리는 부엌 옆 복도에 있는 테이블에 앉았다.,분위기,4,없음
1799,나를 지나가는 모든 웨이트리스와 고객이 내 의자에 부딪쳤다.,분위기,4,없음
180,약간 비싼 편이지만 그만한 가치가 있습니다!,분위기,4,없음
1800,"우리는 이사를 요청했고(30분 소요), 나머지 방이 거의 비어 있었음에도 불구하고 뒤쪽의 교통량이 많은 구역에 앉았습니다.",분위기,4,없음
1803,언니는 무슨 일을 하는지 모르는 고등학생들이 운영하는 식당이 생각난다고 합니다.,분위기,4,없음
1804,동의한다.,분위기,4,없음
1805,나는 순전히 편리함 외에 아무 이유없이 여기서 몇 번 먹었습니다.,분위기,4,없음
1808,그러나 내 입에 나쁜 맛을 남기는 것은 서비스입니다.,분위기,4,없음
181,"여기 음식은 다소 좋지만, 당신이 그것을 기다리는 것을 좋아하는 경우에만 가능합니다.",분위기,4,없음
1811,나는 당신이 빈티지 티셔츠를 과시하고 지루해 보이기에 너무 바쁘다는 것을 압니다. 하지만 제 일정은 즐거운 경험을 위해 친구들과 함께 식사를 하고 즐기기 위해 여기 있는 것입니다.,분위기,4,없음
1814,흠.,분위기,4,없음
1815,우리는 핑크 포니를 사랑합니다.,분위기,4,없음
1816,완벽한 장소.,분위기,4,없음
1817,음식 굉장합니다.,분위기,4,없음
1818,서비스 친절하고 세심한.,분위기,4,없음
1819,분위기 - 편안하고 세련된.,분위기,0,긍정
182,"나는 somosas, chai 및 chole을 좋아하지만 dhosas와 dhal은 다소 실망 스럽습니다.",분위기,4,없음
1820,"이 곳을 선천적으로 판단하지 말고, 글을 읽고 있는 사람을 위한 집과 같은 집을 믿으려고 시도해야 합니다.",분위기,4,없음
1821,나는 나의 새로운 이웃을 탐험하면서이 훌륭한 피자 가게를 우연히 발견했습니다.,분위기,4,없음
1822,모든 피자는 훌륭하고 가격은 더 좋습니다!,분위기,4,없음
1823,나는 소피아 피자를 강력히 추천합니다.,분위기,4,없음
1824,죽기 위해서야!,분위기,4,없음
1825,Rosario's는 의심할 여지 없이 현존하는 가장 큰 피자 가게 중 하나입니다.,분위기,4,없음
1826,"물론, 모두가 좋아하는 것이 있지만 Sal을 아는 것은 뉴욕을 아는 것입니다.",분위기,4,없음
1827,그는 자신의 음식과 사업에 진정한 자부심을 가지고 있습니다.,분위기,4,없음
1828,그는 수제 모짜렐라를 만들 뿐만 아니라 모든 파이가 매우 신선합니다.,분위기,4,없음
1829,"그는 도울 수 없습니다, 그들은 너무 빨리 구입했습니다.",분위기,4,없음
183,서비스는 매일 다릅니다. 때로는 매우 친절하고 때로는 그렇지 않습니다.,분위기,4,없음
1830,"수준이 낮은 페이머스 레이에게 쫓겨난 후에도 Sal은 미소와 지역 사회에 대한 진정한 사랑으로 아버지의 삼촌의 유산을 이어나가기 위해 다시 일어섰고, 뛰어난 피자를 잊지 말자!",분위기,4,없음
1831,그는 항상 말합니다. 나는 고객이 없습니다.,분위기,4,없음
1832,친구만 있어요.,분위기,4,없음
1835,일부 직원은 나를 무시하고 여성 고객과 이야기하고 때로는 주문을 건너 뛰었습니다.,분위기,4,없음
1836,두 개인의 형편없는 서비스를 제외하고는 훌륭합니다.,분위기,4,없음
1837,"좋은, 빠른 서비스.",분위기,4,없음
1838,나는 적극 추천합니다.,분위기,4,없음
1839,음식은 훌륭하고 저렴합니다.,분위기,4,없음
184,그러나 부엌은 거의 항상 느립니다.,분위기,4,없음
1840,위치는 완벽합니다.,분위기,0,긍정
1841,그것을 시도하고 즐기십시오.,분위기,4,없음
1842,Thalia에서 식사를 하는 것은 겉으로는 아름답지만 속으로는 너무 단조롭기 때문에 약간 속일 수 있습니다.,분위기,3,대립
1843,설립은 프리젠 테이션과 스타일에서 큰 점수를 얻습니다.,분위기,0,긍정
1844,"음료, 장식, 음식, 심지어 사람들까지 모든 것이 멋지게 보입니다.",분위기,0,긍정
1845,그러나 서비스는 내가 가지고있는 참깨 껍질을 벗긴 연어만큼 평범했습니다.,분위기,4,없음
1846,"밤의 하이라이트는 푸드 러너 중 한 명에게서 받은 감자 튀김의 내 쪽 마요네즈였는데, 청구서가 거의 $100인 것을 고려하면 좋지 않습니다.",분위기,4,없음
185,또한 매운 음식을 좋아하는지 여부를 지정하십시오. 그렇지 않은 경우 다소 부드럽습니다.,분위기,4,없음
1851,서비스는 동등했지만 훌륭하지는 않았습니다.,분위기,4,없음
1852,내 가장 큰 불만은 잘 제시되었지만 맛이 좋지 않은 음식이었습니다.,분위기,4,없음
1853,나는 연어 요리를 먹었고 괜찮 았지만 지불 한 가격에 대해 어떤 종류의 맛을 기대했습니다.,분위기,4,없음
1854,그것은 은행을 부수지 않을 것이지만 나는 또한 음식을 위해 돌아오지 않을 것입니다.,분위기,4,없음
1855,남편과 저는 샹그리아를 좋아합니다.,분위기,4,없음
1856,우리가 도착했을 때 우리는 샹그리아 한 잔을 기대하고 있었습니다.,분위기,4,없음
1857,공간은 좋지만 우리가 음료를 주문할 때 우리는 놀랐습니다.,분위기,0,긍정
186,분위기가 예쁘고 대화하기 좋은 곳이라 캐주얼한 점심 식사가 가장 좋을 것 같습니다.,분위기,0,긍정
1860,우리는 이것이 저녁이 어떨 것인지에 대한 서곡이라고 생각했습니다.,분위기,4,없음
1861,그래서 남편은 우리가 떠날 수 있도록 핑계를 대었습니다.,분위기,4,없음
1865,우리는 2006년 3월에 여기에서 식사를 했고 와인 비행과 함께 극장 전 3코스 저녁 식사를 주문했습니다.,분위기,4,없음
1866,"나는 사케를 곁들인 참치 타르타르, 피노 누아를 곁들인 버섯 라비올리, 디저트 와인과 함께 초콜릿 샘플러를 49달러에 먹었다.",분위기,4,없음
1867,처음 2개의 코스는 매우 좋았지만 초콜릿 샘플러는 나에게 너무 진했고 디저트 와인은 너무 달콤했습니다.,분위기,4,없음
1868,"남편은 mesclun, 연어, 아이스크림을 먹었고 3 코스를 모두 즐겼습니다.",분위기,4,없음
1869,쇼에 서둘러 갈 필요가 없을 때 돌아와서 다른 메뉴 항목을 시도하고 싶습니다.,분위기,4,없음
187,이 식당은 꽤 괜찮았습니다.,분위기,4,없음
1870,빠른 서비스.,분위기,4,없음
1871,나는 레스토랑이 (가득 차 있을 때) 낭만적이기에는 너무 시끄러웠다고 생각합니다.,분위기,2,부정
1872,Thalia는 아름다운 사람들이 당신에게 서빙하는 아름다운 레스토랑이지만 음식은 어울리지 않습니다.,분위기,4,없음
1873,나는 훈제 연어와 알 전채를 주문했는데 맛이 없었습니다.,분위기,4,없음
1874,앙트레는 부드럽고 작았으며 디저트는 영감을받지 못했습니다.,분위기,4,없음
1878,와인 선택(잔과 병으로)은 훌륭하며 친구들이 마을에 갈 예정이라면 항상 예약하는 것이 좋습니다.,분위기,4,없음
1879,저녁 시간에 자주 시끄럽고 붐비는 바에서 테이블을 기다리는 시간을 절약할 수 있습니다.,분위기,4,없음
188,시간이 지남에 따라 음식의 질이 크게 떨어졌고 예전보다 훨씬 덜 붐비며 서비스가 분명히 이유의 일부일 것입니다.,분위기,4,없음
1880,이것은 A-listers와 거리를 걷는 사람들 모두에게 최고의 경험을 제공하는 곳입니다.,분위기,4,없음
1881,즐기다!,분위기,4,없음
1882,우리의 작은 그룹이 평일 밤에 조금 늦게 먹을 곳을 찾고 있었고 우리는 Pastis에서 끝났습니다.,분위기,4,없음
1883,우리는 즐겁게 인사했습니다.,분위기,4,없음
1884,"메뉴는 버거에서 스테이크, 에스카르고에 이르기까지 다양한 선택으로 인상적이었습니다.",분위기,4,없음
1885,음식은 매우 잘 준비되었습니다.,분위기,4,없음
1886,서비스는 괜찮았습니다.,분위기,4,없음
1887,약간 시끄럽고 테이블이 가까이 있지만 여전히 멋진 저녁 식사를 즐기기에 아름다운 곳입니다.,분위기,3,대립
1888,내 남자 친구와 나는 며칠 동안 NY에 있었고 Pastis는 추천 된 곳이었습니다.,분위기,4,없음
1889,나는 그것을 좋아했다.,분위기,4,없음
189,"부드러운 빵, 눅눅한 샐러드, 50분의 대기 시간부터 평균 이하의 음식을 제공하는 믿을 수 없을 정도로 무례한 서비스.",분위기,4,없음
1890,분위기는 붐볐지만 훌륭한 비스트로 스타일의 분위기였습니다.,분위기,3,대립
1891,"음식은 정말 좋았고, 나는 양파 수프를 먹었고 지금까지 최고 중 하나였습니다.",분위기,4,없음
1893,튀김은 맛있습니다.,분위기,4,없음
1894,"장소는 BISTRO입니다. 즉, 간단한 요리와 와인이 분주한 분위기에서 효율적으로 제공됩니다.",분위기,0,긍정
1899,그리고 그 용어로 평가되는 Pastis는 단순히 훌륭합니다.,분위기,4,없음
190,나는 이 장소를 누구에게도 추천하지 않을 것입니다.,분위기,4,없음
1900,토요일 밤 늦은 저녁을 먹었다.,분위기,4,없음
1901,"멋진 분위기, 많은 사람들.",분위기,0,긍정
1902,"남편과 나는 스테이크, 미디움을 주문했습니다.",분위기,4,없음
1903,"남편 꺼는 완벽했고, 제껀 웰던인데 딱딱했어요.",분위기,4,없음
1904,나는 불평하지 않았다. 나는 분위기가 너무 좋았다.,분위기,0,긍정
1905,내가 그것을 쓰기 전에 다시 한 번 기회를 줄 것입니다.,분위기,4,없음
1906,남편과 나는 6 가지 맛 크기 부분을 각각 즐겼고 완전히 가득 찼습니다.,분위기,4,없음
1907,웨이트리스는 음식과 아주 잘 어울리는 와인 한 잔을 제안했습니다.,분위기,4,없음
1908,레스토랑은 매우 작기 때문에 예약은 필수입니다.,분위기,4,없음
1909,전체 식사 경험은 훌륭했습니다!,분위기,4,없음
191,"오 예, 그리고 그들은 정원에 좌석이 있다고 주장하면서 전화를 걸고 거짓말을합니다. 물론 좌석을 사용할 수 없습니다.",분위기,4,없음
1910,음식은 비싸지 만 모든 물기가 가치가 있습니다.,분위기,4,없음
1911,나는 훌륭한 식사를했고 우리 서버는 우리가 좋지 않은 비슷한 가격의 와인을 구입하는 대신 우리 가격대의 아주 좋은 와인으로 우리를 안내했습니다.,분위기,4,없음
1912,당신은 만족할 것입니다.,분위기,4,없음
1913,특별한 날이나 언제든지 가치가 있습니다!,분위기,4,없음
1916,그것은 매력적으로 작고 매우 아늑하고 낭만적인 분위기로 이어집니다.,분위기,0,긍정
1917,작은 시식 부분(옵션)으로 제공되는 음식은 각 요리가 다음 요리보다 더 좋으며 매우 좋습니다.,분위기,4,없음
1918,우리는 가재를 삶아서 엉망으로 만들었음에도 불구하고 재미 있고 꽤 맛있었습니다.,분위기,4,없음
1919,"전반적으로, 나는 당신이 어떻게 잘못될 수 있는지 알지 못합니다.",분위기,4,없음
192,나는 Casimir에 5 번 이상 갔고 항상 그곳에서 즐거운 시간을 보냈습니다.,분위기,4,없음
1920,나는 시음실이 이스트 빌리지에 처음 도착했을 때부터 자주 갔고 결코 실망한 적이 없습니다.,분위기,4,없음
1921,음식과 직원은 항상 새로운 높이로 나를 놀라게합니다.,분위기,4,없음
1922,공간이 대부분의 것보다 작다는 점은 인정하지만 가장 큰 레스토랑에서도 찾을 수 있는 최고의 서비스입니다.,분위기,2,부정
1923,더 적음 = 그들의 경우 더 많습니다.,분위기,4,없음
1925,단기 셰프인 제이슨 나론(Jason Narone)이 자리를 옮겼다는 소식을 들으니 매우 기쁩니다. 그는 스털링 실적의 최저점이었습니다.,분위기,4,없음
1926,내 생일을 위해 어젯밤에 Village에 갔다.,분위기,4,없음
1927,우리는 거기에 있었던 누군가의 추천 없이 무작위로 선택했기 때문에 무엇을 기대해야 할지 확신이 서지 않았습니다.,분위기,4,없음
1928,우리는 매우 즐겁게 놀랐습니다.,분위기,4,없음
1929,음식은 맛있었고 (나는 넙치 스페셜을 먹었고 남편은 스테이크를 먹었습니다) 서비스는 최고였습니다.,분위기,4,없음
193,음식은 훌륭하고 합리적인 가격입니다.,분위기,4,없음
1930,내 디저트가 왔을 때 촛불이 들어 있었는데 누군가가 촛불을 원해서가 아니라 웨이터가 내가 생일 카드와 선물을 여는 것을 보았고 그것이 일종의 특별한 경우라는 것을 알았다고 말했을 것입니다.,분위기,4,없음
1931,정말 세심한 웨이터의 표시입니다.,분위기,4,없음
1932,어젯밤의 경험을 바탕으로 레스토랑을 적극 추천합니다.,분위기,4,없음
1933,내 약혼자의 깜짝 30 번째 생일 저녁 식사를 여기에서 던진 것이 더 행복할 수 없습니다.,분위기,4,없음
1935,"여기에서 그룹 저녁 식사를 하기가 놀랍도록 쉽습니다. 간단한 계약, 20명의 우리 그룹에 대한 전체 2층 메자닌 날짜를 유지하기 위한 보증금.",분위기,4,없음
1939,이것은 마을의 진정한 보석입니다.,분위기,4,없음
194,예약을 하려고 했는데 두 번 모두 여주인에게 내 이름이 없었습니다.,분위기,4,없음
1940,"매우 친절하고 지식이 풍부한 직원, 멋진 비스트로 요금 및 멋진 라이브 재즈와 함께하는 멋진 재즈 브런치 (칠라킬은 굉장했습니다!",분위기,0,긍정
1941,- 맵게 해달라고 했더니 맛있다.),분위기,4,없음
1942,우리 웨이터와 그를 돕는 모든 사람들은 세심하고 진실했습니다.,분위기,4,없음
1945,훌륭한 음식과 훌륭한 서비스를 제공하는 캐주얼한 동네 비스트로를 원하신다면 이곳이 바로 이곳입니다.,분위기,4,없음
1946,Village는 모든 면에서 점수를 받은 곳 중 하나입니다.,분위기,4,없음
1947,직원은 수용하고 있으며 분위기는 흥미롭고 편안하며 음식은 이 세상에서 벗어났습니다!,분위기,0,긍정
1948,우리는 15년 동안 뉴욕 전역에서 셰프 Lyle의 음식을 따라 왔으며 클래식함을 유지하면서도 비스트로 요금에 대한 그의 혁신은 우리를 다시 돌아오게 만들었습니다.,분위기,4,없음
1949,바에서 간단히 마티니를 마시거나(Jeffery's를 추천합니다) 마음에 드는 로스트 치킨이라면 Village로 가십시오!,분위기,4,없음
195,날씨가 좋으면 야외 테이블에 앉아보십시오.,분위기,1,중립
1950,나는 8시 예약을 위해 남자 친구와 함께 Del Frisco의 금요일 밤에 갔다.,분위기,4,없음
1951,식당이 꽉 찼음에도 불구하고 우리는 즉시 착석했고 문제없이 위층에 테이블을 요청했습니다.,분위기,4,없음
1952,서비스는 훌륭했고 음식은 맛있었습니다.,분위기,4,없음
1953,식욕을 가져오세요.,분위기,4,없음
1954,조금 아늑한 분위기를 원하신다면 위층에 앉으시길 권합니다.,분위기,0,긍정
1955,조금 시끄럽더라도 서로 소리를 지르지 않아도 됩니다.,분위기,3,대립
1956,적당한 가격에 훌륭한 식사를 찾고 있다면 Del Frisco's로 가십시오!,분위기,4,없음
1957,치즈케이크를 드셔보세요!,분위기,4,없음
1958,이제 목록의 맨 위에 있는 Del Frisco's Steakhouse입니다.,분위기,4,없음
1959,우리는 약 바에서 기다려야했습니다.,분위기,4,없음
196,직원들은 친절했지만 정말 스트레스를 받은 것 같았고 남녀 공용 욕실은 더 자주 청소해야 합니다.,분위기,2,부정
1960,예약 시간은 20분이지만 칵테일 몇 잔을 마시며 주변 환경과 서로를 즐길 수 있는 시간을 주었습니다.,분위기,0,긍정
1961,테이블 서비스가 조금 더 세심했을 수도 있지만 서비스 업계에 종사하는 사람으로서 바쁘다는 것을 이해했습니다.,분위기,4,없음
1964,"필레 2개, 사이드 2개, 에피타이저 및 음료가 $160입니다.",분위기,4,없음
1965,다른 사람들이 말했듯이 레스토랑이 당신을 위해 낭만적인 밤을 보낼 것이라고 기대하지 마십시오. 그렇습니다. 바쁜 레스토랑은 당신을 기다려야 할 수도 있습니다.,분위기,2,부정
1966,"당신이 그것을 처리할 수 있다면, 그것은 비즈니스 저녁 식사, 친구들과의 즐거운 시간 또는 단순히 2인용 테이블을 위한 훌륭한 장소입니다.",분위기,4,없음
1967,나는 뉴욕에서 수년 동안 살았고 많은 레스토랑에서 식사를 했습니다.,분위기,4,없음
1968,나는 발렌타인 데이 저녁 식사를 위해 DF에 갔다.,분위기,4,없음
1969,"서비스, __와인 선택, 분위기는 모두 탁월하며 인정받을 가치가 있습니다.",분위기,0,긍정
197,나는 몇 번 거기에 갔고 보통 꽤 이상한 사람들 옆에 앉았습니다.,분위기,4,없음
1970,스테이크는 훌륭했고 내가 가진 최고 중 하나였습니다(나는 처음에 버터를 맛보았지만 결코 고기의 풍미를 압도하지 않았습니다).,분위기,4,없음
1971,측면은 괜찮 았고 믿을 수 없을만큼 짠 맛이었습니다.,분위기,4,없음
1972,물 4잔을 마셨을 수도 있지만 여전히 바짝 말랐습니다. 그러니 조심하세요.,분위기,4,없음
1973,전체 가격표는 매우 매우 비쌌습니다. 예상했던 것입니다.,분위기,4,없음
1974,그러나 우리가 지출한 비용은 전반적으로 수준에 미치지 못했습니다.,분위기,4,없음
1975,샐러드와 잎이 무성한 로드 킬처럼 보이지 않는 사이드와 함께 원하는 '완성'으로 정확하게 조리된 즙이 많은 스테이크.,분위기,4,없음
1976,드디어!,분위기,4,없음
